"name";"table_name";"049_helptext__de_new";"049_helptext__en_new"
"pkg_shop_rating_service_mail_processed";"shop_order";"Dieses Feld steht auf ""Ja"", wenn der automatisierte Prozess (Cronjob) zur Verarbeitung von Bewertungsemails die Bestellung bearbeitet hat.

Beachte jedoch, dass ein gesetzter Wert nicht garantiert, dass tatsächlich eine E-Mail versendet wurde. Das Feld zeigt lediglich an, dass der Vorgang zur Verarbeitung durchgeführt wurde.";"This field is set to ""Yes"" if the automated process (cron job) for handling review emails has processed the order.

However, please note that a set value does not guarantee that an email was actually sent. The field merely indicates that the processing operation was carried out."
"basket_spot_name";"shop";"Dieses Feld spezifiziert den Spot im Layout, in dem sich das Warenkorbmodul befindet. Das System benötigt diese Information, um zu erkennen, wo das Warenkorbmodul eingebunden ist. Achten Sie darauf, dass in jeder Shop-Layout-Variante der angegebene Spot tatsächlich das Warenkorbmodul (MTShopBasket) enthält, damit der Warenkorb korrekt funktioniert.";"This field specifies the spot in the layout where the shopping cart module is located. The system needs this information to identify where the shopping cart module is integrated. Please ensure that in every shop layout variant, the specified spot actually contains the shopping cart module (MTShopBasket) so that the cart functions correctly."
"restrict_to_first_order";"shop_voucher_series";"Dieses Feld ist ausschließlich für registrierte Kundinnen und Kunden relevant. Die Einstellung bewirkt, dass der Gutschein nur bei der allerersten Bestellung genutzt werden kann. Ein Einsatz bei späteren Bestellungen desselben Accounts ist nicht möglich.";"This field is relevant only for registered customers. This setting ensures that the voucher can only be used with the very first order. It cannot be used for subsequent orders from the same account."
"extranet_spot_name";"data_extranet";"Dieses Feld gibt an, an welchen Spot die Anfragen gesendet werden können. Das ist beispielsweise notwendig, wenn Formulare wie Login oder Registrierung über ein anderes Modul angezeigt werden, die Anfragen jedoch an ein bestimmtes Extranet-Modul weitergeleitet werden müssen.

Dadurch erkennt das System den richtigen Zielort für entsprechende Aktionen, selbst wenn die Darstellung und Verarbeitung über verschiedene Module erfolgt.";"This field specifies to which spot the requests can be sent. This is necessary, for example, when forms like login or registration are displayed via a different module, but the requests need to be forwarded to a specific extranet module.

This allows the system to identify the correct destination for the respective actions, even if the display and processing are handled by different modules."
"icon_font_css_class";"cms_tbl_conf";"Dieses Feld ermöglicht es, ein Icon aus einer Icon-Schriftart für Menüeinträge anzuzeigen.

Um ein Icon aus Font Awesome zu verwenden, kann beispielsweise die Klasse  verwendet werden:
fas fa-check

@deprecated since 6.3.0 - configure CSS classes in the main menu item configuration instead.";"This field allows you to display an icon from an icon font for menu entries.

To use an icon from Font Awesome, for example, you can use the following class:
fas fa-check

@deprecated since 6.3.0 - configure CSS classes in the main menu item configuration instead."
"shop_voucher_use";"shop_voucher";"Dieses Feld dokumentiert, wann ein Gutschein verwendet wurde, durch welche Person die Nutzung erfolgte und welchen Betrag der Gutschein dabei abgedeckt hat.";"This field records when a voucher was used, by which person the voucher was redeemed, and the amount the voucher covered."
"amount";"shop_stock_message_trigger";"Dieser Wert legt eine Obergrenze für den Lagerbestand fest. Sobald der aktuelle Bestand auf den angegebenen Wert sinkt oder diesen unterschreitet, wird eine entsprechende Nachricht angezeigt.

Beispiel:  
Wenn die Menge auf 5 eingestellt ist, erscheint die hinterlegte Meldung, sobald der Bestand 5 oder weniger beträgt.";"This value sets an upper limit for the inventory. As soon as the current stock drops to or below the specified value, a corresponding message will be displayed.

Example:  
If the quantity is set to 5, the stored message will appear as soon as the stock reaches 5 or less."
"value_wrapping";"shop_order";"Dieser Wert gibt die Kosten für eine Geschenkverpackung an.";"This value indicates the cost of gift wrapping."
"name";"cms_tbl_display_orderfields";"Dieser Wert entspricht dem Namen, unter dem das Feld in der Datenbankabfrage gesetzt wurde. Zum Beispiel lautet der Name name, wenn in der Abfrage K.name AS name verwendet wurde.";"This value corresponds to the name under which the field was set in the database query. For example, the name is name if K.name AS name was used in the query."
"preview_token";"cms_user";"Dieser Token ermöglicht es, den Vorschaumodus im Frontend zu aktivieren.";"This token allows the preview mode to be activated in the frontend."
"description";"shop_order_step";"Dieser Text wird üblicherweise als ergänzende Information oder als einleitender Hinweis auf der Bestellseite angezeigt.";"This text is usually displayed as supplementary information or as an introductory note on the order page."
"description";"cms_wizard_step";"Dieser Text dient in der Regel als zusätzliche Information oder als einleitender Hinweis.";"This text usually serves as additional information or as an introductory note."
"download";"shop_order_item";"Dieser Download steht dem Käufer des Artikels zur Verfügung, vorausgesetzt, der Shop unterstützt die Bereitstellung von Downloads.";"This download is available to the purchaser of the item, provided that the shop supports the provision of downloads."
"system_name";"shop_order_status_code";"Dieser Code wird von der Warenwirtschaft verwendet, um den jeweiligen Status zu übermitteln.";"This code is used by the inventory management system to transmit the respective status."
"ivw_code";"cms_division";"Dieser Code wird automatisch auf alle Seiten innerhalb des Bereichs angewendet, sofern für einzelne Seiten kein eigener Code hinterlegt wurde.";"This code is automatically applied to all pages within the area, unless a separate code has been specified for individual pages."
"ivw_code";"cms_tpl_page";"Dieser Code ersetzt die Codes, die im Bereich gespeichert sind.";"This code replaces the codes stored in the area."
"node_confirm_registration";"data_extranet";"Diese Seite dient als Ziel für die Bestätigung einer doppelten Einwilligung (Double-Opt-In) bei der Registrierung. Nachdem ein Nutzer sich angemeldet und den Bestätigungslink aus einer E-Mail angeklickt hat, wird er auf diese Seite weitergeleitet. Sie ist ein wichtiger Schritt, um die Registrierung abzuschließen und die Identität des Nutzers zu verifizieren.";"This page serves as the destination for confirming double consent (double opt-in) during registration. After a user has signed up and clicked the confirmation link in an email, they are redirected to this page. It is an important step to complete the registration and verify the user's identity."
"include_newsletter_user_not_assigned_to_any_group";"pkg_newsletter_group";"Diese Option ermöglicht es, auch solche Newsletter-Benutzer auszuwählen, die keiner Empfängerliste zugeordnet wurden.

Normalerweise werden Benutzer einer oder mehreren Empfängerlisten zugewiesen. Aktivieren Sie diese Einstellung, um zusätzlich alle Benutzer einzuschließen, für die keine Zuordnung zu einer Empfängerliste besteht.";"This option allows you to select newsletter users who have not been assigned to any recipient list.

Normally, users are assigned to one or more recipient lists. Activate this setting to additionally include all users who are not associated with any recipient list."
"name_of_entry_point";"pkg_cms_class_manager";"Diese Klasse wird vom System automatisch erstellt und sollte daher nicht als reale, im Code definierte Klasse existieren.";"This class is automatically generated by the system and therefore should not exist as a real, code-defined class."
"category_hightlight";"shop_category";"Diese Kategorie erscheint farblich hervorgehoben in der Navigation, um sie besonders hervorzuheben und die Aufmerksamkeit der Nutzer darauf zu lenken.";"This category appears highlighted in color in the navigation to make it stand out and draw users' attention to it."
"meta_robots";"cms_tpl_page";"Diese Einstellung steuert, wie Suchmaschinen mit der Seite und den darauf enthaltenen Links umgehen. Die möglichen Optionen lauten:

- index: Die Seite wird von Suchmaschinen erfasst und in den Suchindex aufgenommen.
- noindex: Die Seite wird von Suchmaschinen nicht erfasst und erscheint nicht im Suchindex.
- follow: Suchmaschinen folgen den auf dieser Seite enthaltenen Links und durchsuchen die verlinkten Seiten.
- nofollow: Suchmaschinen folgen den auf dieser Seite enthaltenen Links nicht.

Die Kombination dieser Werte legt fest, ob eine Seite auffindbar ist und ob die Erkundung weiterer Seiten über die enthaltenen Links erfolgen soll.";"This setting controls how search engines handle the page and the links it contains. The available options are:

- index: The page will be crawled by search engines and included in the search index.
- noindex: The page will not be crawled by search engines and will not appear in the search index.
- follow: Search engines will follow the links contained on this page and crawl the linked pages.
- nofollow: Search engines will not follow the links contained on this page.

The combination of these values determines whether a page is discoverable and whether further pages should be explored through the contained links."
"cms_language_mlt";"cms_portal";"Die zur Auswahl stehenden Sprachen entsprechen denen, die als Systemsprachen in der CMS-Konfiguration hinterlegt wurden (feldbasierte Übersetzungen).

Diese Sprachen werden vom MTPageMeta-Modul verwendet, um ein Menü für den Sprachwechsel darzustellen.";"The available languages correspond to those configured as system languages in the CMS configuration (field-based translations).

These languages are used by the MTPageMeta module to display a menu for language switching."
"default_billing_address_id";"data_extranet_user";"Die zuletzt verwendete Rechnungsadresse.";"The most recently used billing address."
"view";"pkg_shop_listfilter_item_type";"Die zu verwendende Ansicht liegt im gleichen Bereich wie die zugehörige Klasse – das heißt in Core, Custom-Core oder Customer – und befindet sich im Verzeichnis pkgShopListfilter/views/db/ListfilterItems. Falls ein Unterverzeichnis genutzt wird, sollte dieses im Namen der Ansicht mit angegeben werden.";"The view to be used is located in the same area as the corresponding class—that is, in Core, Custom-Core, or Customer—and can be found in the directory pkgShopListfilter/views/db/ListfilterItems. If a subdirectory is used, it should be included in the name of the view."
"left";"pkg_image_hotspot_item_spot";"Die X-Koordinate des Hotspot-Icons gibt die horizontale Position an, von links aus gesehen.";"The X-coordinate of the hotspot icon indicates the horizontal position, measured from the left."
"shop_article_preview_image";"shop_article";"Die Vorschaubilder eines Artikels werden beispielsweise in Listenansichten genutzt. Ist für eine bestimmte Bildgröße kein eigenes Vorschaubild hinterlegt, wird automatisch das erste Bild aus der Artikelbildtabelle in die gewünschte Größe umgewandelt.";"The preview images of an item are used, for example, in list views. If no specific preview image is stored for a certain image size, the first image from the item image table is automatically converted to the desired size."
"pkg_shop_currency_id";"data_extranet_user";"Die vom Benutzer gewählte Währung wird hier festgelegt.";"The currency chosen by the user is set here."
"render_view_name";"shop_order_step";"Die Views sind im Verzeichnis classes/pkgShop/views/db/TShopOrderStep/KLASSEN-NAME abgelegt.";"The views are stored in the directory classes/pkgShop/views/db/TShopOrderStep/CLASS-NAME."
"mysql_field_name";"pkg_shop_listfilter_item";"Die Verwendung dieses Feldes richtet sich nach dem gewählten Filtertyp.";"The use of this field depends on the selected filter type."
"font_vertical_align";"cms_font_image";"Die vertikale Schriftausrichtung kommt nur bei einer festgelegten Bildhöhe zum Einsatz.";"Vertical text alignment is only used when a fixed image height is specified."
"level";"pkg_cms_core_log";"Die verschiedenen Level geben den Schweregrad eines Ereignisses an:

- 100: DEBUG – Detaillierte Informationen, hauptsächlich für die Fehlerdiagnose bestimmt.
- 200: INFO – Allgemeine Informationen über den normalen Programmablauf.
- 250: NOTICE – Hinweise auf wichtige, aber nicht kritische Ereignisse.
- 300: WARNING – Warnungen über möglicherweise problematische Situationen.
- 400: ERROR – Fehler, die eine Funktion beeinträchtigen oder verhindern.
- 500: CRITICAL – Kritische Fehler, die wichtige Programmfunktionen betreffen.
- 550: ALERT – Alarmmeldungen für sofortige Aufmerksamkeit.
- 600: EMERGENCY – Schwerwiegende Fehler, die das gesamte System beeinträchtigen können.

Diese Werte helfen dabei, die Bedeutung und Dringlichkeit von Protokolleinträgen zu erkennen.";"The different levels indicate the severity of an event:

- 100: DEBUG – Detailed information, primarily intended for error diagnosis.
- 200: INFO – General information about normal program operation.
- 250: NOTICE – Notices of important but not critical events.
- 300: WARNING – Warnings about potentially problematic situations.
- 400: ERROR – Errors that impair or prevent a function.
- 500: CRITICAL – Critical errors affecting major program functions.
- 550: ALERT – Alerts requiring immediate attention.
- 600: EMERGENCY – Severe errors that can affect the entire system.

These values help to recognize the significance and urgency of log entries."
"shop_article_image_size_id";"shop_article_preview_image";"Die verschiedenen Größen eines Artikelbildes werden in den unterschiedlichen Ansichten eines Artikels verwendet.";"The different sizes of an item image are used in the various views of an item."
"active_to";"shop_shipping_group";"Die Versandkostengruppe steht nur bis zu diesem Zeitpunkt zur Verfügung.";"The shipping cost group is only available until this time."
"cms_portal_mlt";"shop_shipping_group";"Die Versandkostengruppe ist nur für die hier ausgewählten Portale gültig. Wenn kein Portal ausgewählt wird, gilt die Versandkostengruppe für alle Portale.";"The shipping cost group is only valid for the portals selected here. If no portal is selected, the shipping cost group applies to all portals."
"position";"shop_shipping_type";"Die Versandkostenarten werden in der festgelegten Reihenfolge abgearbeitet. Mit diesem Feld kann die Reihenfolge bestimmt werden.";"The shipping cost types are processed in the specified order. This field can be used to determine the sequence."
"restrict_to_articles_from";"shop_shipping_type";"Die Versandkostenart wird nur angewendet, wenn mindestens so viele Artikel betroffen sind, wie hier angegeben. Die Anzahl bezieht sich auf die Summe der Stückzahlen aller betroffenen Produkte im Warenkorb.

Beispiel:  
Wenn zwei verschiedene Produkte von dieser Versandkostenart betroffen sind und eines davon zweimal in den Warenkorb gelegt wird, gilt die Versandkostenart, sobald insgesamt mindestens drei betroffene Artikel erreicht werden.";"The shipping cost type is only applied if at least as many items are affected as specified here. The quantity refers to the total number of units of all affected products in the shopping cart.

Example:  
If two different products are affected by this shipping cost type and one of them is added to the cart twice, the shipping cost type applies as soon as a total of at least three affected items is reached."
"restrict_to_articles_to";"shop_shipping_type";"Die Versandkostenart wird nur angewendet, wenn die Anzahl der betroffenen Artikel die hier festgelegte Maximalzahl nicht überschreitet. Dabei wird die Stückzahl aller entsprechenden Artikel im Warenkorb addiert. Zum Beispiel: Befinden sich zwei verschiedene Produkte, die dieser Versandkostenart zugeordnet sind, im Warenkorb und von einem Produkt wurden zwei Stück gewählt, ergibt das insgesamt drei betroffene Artikel.";"The shipping method will only be applied if the number of affected items does not exceed the maximum amount specified here. The quantities of all corresponding items in the shopping cart are added together. For example: If the shopping cart contains two different products assigned to this shipping method and two units of one product have been chosen, this results in a total of three affected items."
"active_to";"shop_shipping_type";"Die Versandkostenart ist nur bis zu diesem Zeitpunkt gültig.";"The shipping method is only valid until this time."
"order_success_code";"pkg_shop_affiliate";"Die verfügbaren Platzhalter lassen sich mit dem Platzhalter sModuleSpotName anzeigen.";"The available placeholders can be displayed using the sModuleSpotName placeholder."
"vat_id";"data_extranet_user_address";"Die Umsatzsteuer-Identifikationsnummer für Unternehmen. Bitte beachten: Dieses Feld dient ausschließlich der Datenerfassung und löst keine automatische Logik wie zum Beispiel die Berechnung von Nettopreisen aus.";"The VAT identification number for businesses. Please note: This field is for data collection purposes only and does not trigger any automatic logic, such as the calculation of net prices."
"signup_headline";"pkg_newsletter_module_signup_config";"Die Überschrift erscheint oberhalb des Eingabeformulars und informiert die Nutzerinnen und Nutzer über den Zweck der Anmeldung.";"The heading appears above the input form and informs users about the purpose of the registration."
"value_vouchers_not_sponsored";"shop_order";"Die Summe aller nicht gesponserten Gutscheine, die sich als Rabatt auf den Bestellwert vor Steuern auswirken.";"The total amount of all non-sponsored vouchers that are applied as a discount to the order value before taxes."
"layout_file";"pkg_cms_theme_block_layout";"Die Suche nach der Datei beginnt im Ordner blockLayouts/. Wie bei den Snippets wird sie in allen im Theme angegebenen Verzeichnissen gesucht. Falls dort keine Konfiguration vorhanden ist, werden die Ordner extensions/blockLayouts/ beziehungsweise blackbox/blockLayouts/ als Standard durchsucht.";"The search for the file begins in the blockLayouts/ folder. As with snippets, it is searched for in all directories specified in the theme. If no configuration is found there, the folders extensions/blockLayouts/ and blackbox/blockLayouts/ are searched by default."
"data_extranet_salutation_id";"shop";"Die standardmäßig ausgewählte Anrede für Benutzer, die selbst noch keine Angabe gemacht haben.";"The default salutation selected for users who have not yet provided their own preference."
"sql_secondary_order_by_string";"shop_module_articlelist_orderby";"Die SQL Sekundärsortierung wird als zweites Sortierkriterium bei der Verarbeitung hinzugefügt.";"The SQL secondary sorting is added as a second sorting criterion during processing."
"pkg_cms_theme_id";"cms_config";"Die Snippet-Kette dieses Themes wird zur Darstellung der Backend-Module genutzt.";"The snippet chain of this theme is used to display the backend modules."
"position";"cms_wizard_step";"Die Schritte werden standardmäßig nach dieser Reihenfolge sortiert. Die tatsächliche Reihenfolge kann jedoch bei den einzelnen Schritten individuell angepasst werden.";"The steps are sorted by default in this order. However, the actual order can be adjusted individually for each step."
"position";"shop_discount";"Die Rabatte werden in der hier festgelegten Reihenfolge auf den Warenkorb angewendet.

So wird sichergestellt, dass bei mehreren möglichen Rabatten die Sortierung bestimmt, in welcher Reihenfolge die einzelnen Vergünstigungen greifen.";"The discounts are applied to the shopping cart in the order specified here.

This ensures that, in the case of multiple possible discounts, the sorting determines the order in which the individual reductions take effect."
"position";"cms_field_conf";"Die Position legt fest, in welcher Reihenfolge die Felder im Editor angezeigt werden.";"The position determines the order in which the fields are displayed in the editor."
"fieldclass";"cms_field_conf";"Die PHP-Klasse, die für diesen Feldtyp verwendet wird. Sie überschreibt die Standard-Klasse, die normalerweise durch den Feldtyp festgelegt wird.";"The PHP class used for this field type. It overrides the default class that is usually defined by the field type."
"fieldclass";"cms_field_type";"Die PHP-Klasse, die für diesen Feldtyp verwendet wird.";"The PHP class used for this field type."
"max_image_upload_size";"cms_config";"Die PHP GDLib Thumbnail-Funktion benötigt für die Verarbeitung eines 1 MB großen Bildes bis zu 60 MB Arbeitsspeicher. Da das PHP-Standardlimit häufig bei 64 MB liegt, kann es bei größeren Dateien schnell zu einem sogenannten Fatal Error kommen. Um dies zu vermeiden, lässt sich hier ein Limit für die maximale Dateigröße von Bild-Uploads festlegen.  
Nicht betroffen sind dabei FLV- oder SWF-Dateien.

Die maximale Dateigröße muss in Kilobyte (KB) angegeben werden. (Beispiel: 1 MB = 1024 KB)";"The PHP GDLib thumbnail function requires up to 60 MB of memory to process a 1 MB image. Since the PHP default limit is often set at 64 MB, a so-called fatal error can quickly occur with larger files. To avoid this, a limit for the maximum file size of image uploads can be set here.
FLV or SWF files are not affected by this.

The maximum file size must be specified in kilobytes (KB). (Example: 1 MB = 1024 KB)"
"meta_description";"shop_article";"Die Meta-Beschreibung für die Artikeldetailseite ist optional. Falls kein eigener Text hinterlegt wird, generiert das System automatisch eine passende Meta-Beschreibung basierend auf den Informationen des Artikels.";"The meta description for the article detail page is optional. If no custom text is provided, the system will automatically generate an appropriate meta description based on the information of the article."
"height";"shop_article_image_size";"Die maximale Höhe für Bilder dieses Typs.";"The maximum height for images of this type."
"data_extranet_user_shop_article_history_max_cookie_size";"shop";"Die maximale Größe des Cookies, in dem die Artikelhistorie für nicht eingeloggte Nutzer gespeichert wird, ist hier definiert. Überschreitet das Cookie die angegebene Größe (in Kilobyte), werden automatisch die ältesten Einträge aus der Artikelhistorie entfernt – unabhängig von der unter „Länge der Artikelhistorie eines Benutzers“ festgelegten Begrenzung. Ein Wert von 0 bedeutet, dass keine Größenbeschränkung besteht.

> Hinweis: Laut offiziellem Standard beträgt die maximale Cookie-Größe 4 KB. Viele moderne Browser erlauben jedoch deutlich größere Cookies.";"The maximum size of the cookie in which the article history for non-logged-in users is stored is defined here. If the cookie exceeds the specified size (in kilobytes), the oldest entries in the article history are automatically removed—regardless of the limitation set under “Length of a user’s article history.” A value of 0 means that there is no size restriction.

> Note: According to the official standard, the maximum cookie size is 4 KB. However, many modern browsers allow significantly larger cookies."
"shop_unit_of_measurement_id";"shop_article";"Die Maßeinheit des Inhalts wird zur Berechnung des Grundpreises verwendet.";"The unit of volume is used to calculate the base price."
"shop_unit_of_measurement_id";"shop_order_item";"Die Maßeinheit des Inhalts ist relevant für die Berechnung des Grundpreises.";"The unit of measurement for the content is relevant for calculating the base price."
"field_width";"cms_field_conf";"Die Länge des Eingabefelds wird in Pixeln angegeben.";"The length of the input field is specified in pixels."
"meta_description";"cms_tpl_page";"Die Kurzbeschreibung wird von zahlreichen Suchmaschinen verwendet, um Ihre Seite in den Suchergebnissen anzuzeigen. Achten Sie darauf, die wichtigsten Suchbegriffe sinnvoll in den Text zu integrieren.

Die Beschreibung sollte klar und prägnant formuliert sein. Die maximale Länge beträgt 200 Zeichen.";"The short description is used by numerous search engines to display your page in search results. Make sure to sensibly integrate the most important keywords into the text.

The description should be clear and concise. The maximum length is 200 characters."
"meta_description";"cms_portal";"Die Kurzbeschreibung wird von vielen Suchmaschinen verwendet, um Ihre Seite in den Suchergebnissen darzustellen. Integrieren Sie wichtige Suchbegriffe in diesen Text, um die Sichtbarkeit Ihrer Seite zu erhöhen. Die maximale Länge beträgt 200 Zeichen.";"The short description is used by many search engines to display your page in search results. Integrate important keywords in this text to increase your page's visibility. Maximum length is 200 characters."
"comment";"shop_article_review";"Die Kundenmeinung zu diesem Artikel.";"The customer opinion on this item."
"class";"pkg_run_frontend_action";"Die Klasse, die verwendet werden soll, muss das Interface IPkgRunFrontendAction implementieren.";"The class to be used must implement the IPkgRunFrontendAction interface."
"name";"cms_smart_url_handler";"Die Klasse muss von der abstrakten Klasse TCMSSmartURLHandler erben. Diese findest du in der Core-Klassenbibliothek unter ./classes/TCMSSmartURLHandler.

Das System sucht deine Klasse im gleichen Verzeichnis, das sich aus dem gewählten Klasstyp (Core, Custom, Customer) ergibt.";"The class must inherit from the abstract class TCMSSmartURLHandler. You can find it in the core class library under ./classes/TCMSSmartURLHandler.

The system looks for your class in the same directory that corresponds to the selected class type (Core, Custom, Customer)."
"img_background_color";"cms_font_image";"Die Hintergrundfarbe des Bildes wird in RGB- oder HEX-Format angegeben, zum Beispiel FFFFFF für Weiß. Bitte das #-Zeichen weglassen.

Wird der Wert auf -1 gesetzt, erscheint der Hintergrund transparent.";"The background color of the image is specified in RGB or HEX format, for example FFFFFF for white. Please omit the # symbol.

If the value is set to -1, the background will appear transparent."
"cms_field_conf_mlt";"pkg_shop_listfilter_item_type";"Die hier ausgewählten Felder stehen im zugehörigen Filterelement zur Auswahl.";"The fields selected here are available for selection in the corresponding filter element."
"class";"cms_message_manager_message_type";"Die hier angegebene Klasse, wie beispielsweise ""myClass"", wird im XHTML-Code allen Nachrichten dieses Typs hinzugefügt. Das erfolgt in folgender Form:

```html
<div class=""cmsmessage myClass"">Nachricht</div>
```

Dadurch können Nachrichten gezielt über CSS gestaltet werden.";"The class specified here, such as ""myClass"", is added to all messages of this type in the XHTML code. This is done in the following way:

```html
<div class=""cmsmessage myClass"">Message</div>
```

This allows messages to be styled specifically using CSS."
"class";"shop_stock_message";"Die hier angegebene Klasse wird vom System als CSS-Klasse auf das Nachrichten-Element angewendet. So kannst du das Aussehen der Mitteilung individuell gestalten.";"The class specified here is applied by the system as a CSS class to the message element. This allows you to customize the appearance of the notification."
"list_rank";"shop_article";"Die Gewichtung gibt an, welche Position der Artikel im Vergleich zu anderen Artikeln innerhalb von Listen einnehmen soll. Ein höherer Wert führt dazu, dass der Artikel weiter oben in der Liste erscheint, während ein niedrigerer Wert eine rückwärtige Platzierung bedeutet. Mit dieser Zahl kann die Reihenfolge der Artikel gezielt beeinflusst werden.";"The weighting indicates the position the article should take in comparison to other articles within lists. A higher value causes the article to appear higher up in the list, while a lower value results in a position further down. This number can be used to specifically influence the order of the articles."
"iso_6391";"cms_language";"Die folgenden Sprachkürzel entsprechen dem internationalen Standard ISO 639-1 und können überall dort verwendet werden, wo Sprachangaben nach RFC 1766 erforderlich sind.

In den meisten Anwendungsfällen sind diese zweistelligen Kürzel ausreichend, um eine Sprache eindeutig zu bezeichnen.";"The following language codes correspond to the international standard ISO 639-1 and can be used wherever language specifications according to RFC 1766 are required.

In most use cases, these two-letter codes are sufficient to uniquely identify a language."
"rating_api_id";"pkg_shop_rating_service";"Die eindeutige Kennung Ihres Shops beim Anbieter des Bewertungssystems.";"The unique identifier of your shop with the provider of the review system."
"external_video_id";"cms_media";"Die eindeutige Kennung eines extern gehosteten Videos, beispielsweise von einer Plattform wie viddler.com. Diese ID ermöglicht den Zugriff auf das Video über die entsprechende Programmierschnittstelle (API).";"The unique identifier of an externally hosted video, for example from a platform like viddler.com. This ID enables access to the video via the corresponding application programming interface (API)."
"from_email";"module_feedback";"Die E-Mail-Adresse des Absenders. Wenn dieses Feld leer bleibt, wird automatisch die E-Mail-Adresse des Empfängers als Absender verwendet.";"The sender's email address. If this field is left empty, the recipient's email address will automatically be used as the sender."
"export_filename";"pkg_generic_table_export";"Die Datei wird automatisch im Verzeichnis /private/cmsdata/export/ mit dem angegebenen Namen erstellt.";"The file will be automatically created in the /private/cmsdata/export/ directory with the specified name."
"from_image_size";"cms_config_imagemagick";"Die Bildgröße wird berechnet, indem die Breite mit der Höhe des Bildes (jeweils in Pixel) multipliziert wird.";"The image size is calculated by multiplying the width by the height of the image (each in pixels)."
"cms_portal_mlt";"shop_payment_method";"Die Bezahlart steht ausschließlich in den ausgewählten Portalen zur Verfügung. Wird kein Portal ausgewählt, ist die Bezahlart automatisch in allen Portalen aktiv.";"The payment method is only available in the selected portals. If no portal is selected, the payment method is automatically active in all portals."
"class";"shop_order_step";"Die anzugebende Klasse muss von der Tabellenklasse abgeleitet sein. Es können mehrere Klassen, getrennt durch Kommas, aufgeführt werden. In diesem Fall wird zuerst die Klasse verwendet, die gemäß der Methode isApplicableForBasket für den Warenkorb geeignet ist.";"The specified class must be derived from the table class. Multiple classes can be listed, separated by commas. In this case, the class that is suitable for the basket according to the isApplicableForBasket method will be used first."
"amount";"shop_order_bundle_article";"Die Anzahl dieser Artikel, die im Bundle enthalten sind.";"The number of these items included in the bundle."
"shop_search_word_length_factor";"shop";"Die Anzahl der Zeichen eines Suchworts im Verhältnis zur maximal erlaubten Wortlänge wird mit diesem Faktor multipliziert. Dies beeinflusst die Gewichtung der Suchergebnisse entsprechend der Wortlänge.";"The number of characters in a search term is multiplied by this factor in relation to the maximum allowed word length. This affects the weighting of the search results according to the word length."
"count";"cms_tags";"Die Anzahl der täglichen Verwendungen wird regelmäßig durch einen automatisierten Prozess (CronJob) aktualisiert und kann daher zwischenzeitlich nicht auf dem neuesten Stand sein.";"The number of daily uses is updated regularly by an automated process (CronJob) and may therefore not be up to date in the meantime."
"display_column_callback";"cms_tbl_conf";"Die angegebene Funktion wird auf das Anzeigefeld angewendet.

Verwende entweder gcf_functionname für globale oder ccf_functionname für kundenspezifische Funktionen.  
Der erste Parameter ist der Wert des Anzeigefelds, der zweite ein assoziatives Array der aktuellen Zeile.";"The specified function is applied to the display field.

Use either gcf_functionname for global functions or ccf_functionname for custom functions.  
The first parameter is the value of the display field, the second is an associative array of the current row."
"max_document_upload_size";"cms_config";"Die Angabe erfolgt in Kilobyte (KB). Bitte beachten Sie: 1 MB entspricht 1024 KB.";"The specification is given in kilobytes (KB). Please note: 1 MB is equivalent to 1024 KB."
"top";"pkg_image_hotspot_item_marker";"Die Angabe beschreibt den Abstand der oberen Kante bezogen auf den gesamten Präsentationsbereich. Eine genaue Platzierung ist wichtig, damit Marker an der gewünschten Stelle angezeigt werden.";"The value describes the distance of the upper edge relative to the entire display area. Precise placement is important to ensure that markers are displayed at the desired position."
"query";"pkg_shop_statistic_group";"Die Abfrage dient der Sammlung der Daten. Wichtig ist, dass die Abfrage folgende Werte zurückgibt:

1. sColumnName: Name für jedes einzelne Tupel (entspricht der X-Achse), zum Beispiel im Format YYYY-mm-dd, YYYY-mm oder YYYY.
2. dColumnValue: Der Wert für das jeweilige Tupel (entspricht der Y-Achse).
3. Alle Felder, über die gruppiert werden soll.

Dadurch werden die Daten strukturiert bereitgestellt und ermöglichen eine übersichtliche Gruppierung und Auswertung.";"The query is used to collect the data. It is important that the query returns the following values:

1. sColumnName: Name for each individual tuple (corresponds to the X-axis), for example in the format YYYY-mm-dd, YYYY-mm, or YYYY.
2. dColumnValue: The value for the respective tuple (corresponds to the Y-axis).
3. All fields to be grouped by.

This ensures that the data is provided in a structured way, allowing for clear grouping and analysis."
"pkg_shop_rating_service_order_completely_shipped";"shop_order";"Der Zeitstempel gibt an, wann alle Produkte dieser Bestellung vollständig versendet wurden. Dieses Feld wird zum Beispiel zur Auswertung von Bestellungen verwendet, wenn Bewertungsanfragen für den Shop nach dem Versand verschickt werden.";"The timestamp indicates when all products in this order were completely shipped. For example, this field is used to evaluate orders when review requests for the shop are sent after shipment."
"type";"shop_payment_handler_group_config";"Der Wert gilt sowohl für den Produktions- als auch für den Sandbox-Modus. Er kann jedoch durch einen Wert aus dem jeweils aktiven Modus überschrieben werden.";"The value applies to both production and sandbox mode. However, it can be overridden by a value from the currently active mode."
"searchkey";"shop_search_cache";"Der Wert dieses Feldes ist ein MD5-Hash, der aus den eingegebenen Suchbegriffen bzw. Werten berechnet wird.";"The value of this field is an MD5 hash calculated from the entered search terms or values."
